uniqueID,partyAbbrev,partyName,partyFrom,partyTo,partyChangedName,partySimplifiedName,partySpecificDateInputted,partyComments
Campbell1972,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Canavan1980,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Cann1871,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cant1907,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Carige1938,NCP,National Country Party,NA,NA,NA,Nationals,NA,NA
Carlton1935,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Carpenter1863,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Carr1875,ALP,Australian Labor Party,NA,1917-02-01,NA,Labor,NA,NA
Carr1875,NAT,Nationalist Party,1917-02-01,NA,NA,Nationalist Party,NA,NA
Carr1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Carr1955,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Carrick1918,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Carroll1872,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Casey1890,LIB,Liberal Party of Australia,1945-01-01,NA,NA,Liberal Party of Australia,1,NA
Casey1890,UAP,United Australia Party,NA,1945-01-01,NA,United Australia Party,1,NA
Cash1919,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cash1970,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cass1927,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Catley1942,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Catts1877,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Causley1940,NP,The Nationals,2003-10-01,NA,NA,Nationals,NA,NA
Causley1940,NPA,National Party of Australia,NA,2003-10-01,NA,Nationals,NA,NA
Cavanagh1913,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Chalmers1978,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Chamarette1948,GWA,The Greens (WA) Inc,NA,NA,NA,The Greens (WA) Inc,NA,NA
Chamberlain1884,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Chambers1897,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Champion1972,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Chandler1990,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Chaney1914,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Chaney1941,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Chanter1845,ALP,Australian Labor Party,1910-01-01,1917-02-17,NA,Labor,NA,NA
Chanter1845,NAT,Nationalist Party,1917-02-17,1919-01-01,NA,Nationalist Party,NA,NA
Chanter1845,NAT & FARMERS,Nationalist and Farmers,1919-01-01,NA,NA,Nationalist and Farmers,NA,NA
Chanter1845,PROT,Protectionist Party,NA,1910-01-01,NA,Protectionist Party,NA,NA
Chapman1864,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Chapman1864,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Chapman1864,PROT,Protectionist Party,NA,1910-01-01,NA,Protectionist Party,NA,NA
Chapman1879,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Chapman1949,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Charles1936,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Charles1948,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Charleston1848,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Charlesworth1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Charlton1866,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Chataway1864,ANTI-SOC,Anti-Socialist Party,NA,NA,NA,Anti-Socialist Party,NA,NA
Cheeseman1976,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cherry1965,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Chester1967,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Chesters1980,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Chifley1885,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Child1921,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Childs1934,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Chipp1925,AD,Australian Democrats,1977-05-01,NA,NA,Australian Democrats,NA,NA
Chipp1925,IND,Independent,1977-03-01,1977-05-01,NA,Independent,NA,NA
Chipp1925,LIB,Liberal Party of Australia,NA,1977-03-01,NA,Liberals,NA,NA
Chisholm1978,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Chresby1908,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Christensen1978,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Chynoweth1941,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ciccone1983,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ciobo1974,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Clare1972,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Clarey1890,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Clark1897,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Clark1897,LANG LAB,Lang Labor Party,NA,1936-01-01,NA,Lang Labor Party,NA,NA
Clarke1857,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Clasby1891,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Clay1900,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Claydon1964,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Clayton1942,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cleary1952,IND,Independent,NA,NA,NA,Independent,NA,NA
Cleaver1917,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cleeland1938,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Clemons1862,ANTI-SOC,Anti-Socialist Party,1910-01-01,1913-01-01,NA,Anti-Socialist Party,1,NA
Clemons1862,FT,Free Trade,NA,1910-01-01,NA,Free Trade,NA,NA
Clemons1862,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Clothier1877,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Coates1944,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cobb1945,NPA,National Party of Australia,NA,NA,NA,Nationals,NA,NA
Cobb1950,NP,The Nationals,2003-10-01,NA,NA,Nationals,NA,NA
Cobb1950,NPA,National Party of Australia,NA,2003-10-01,NA,Nationals,NA,NA
Cockle1908,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cohen1918,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cohen1935,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Coker1962,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Colbeck1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cole1908,ALP,Australian Labor Party,NA,1955-04-01,NA,Labor,NA,NA
Cole1908,ALP (A-C),Australian Labor Party (Anti-Communist),1955-04-01,1957-01-01,NA,Australian Labor Party (Anti-Communist),NA,NA
Cole1908,DLP,Democratic Labor Party,1957-01-01,NA,NA,Democratic Labor Party,NA,NA
Colebatch1872,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Coleman1892,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Coleman1928,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Coleman1931,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Coleman1974,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Coles1892,IND,Independent,NA,NA,NA,Independent,NA,NA
Collard1912,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Collard1936,NCP,National Country Party,NA,1982-10-17,1,Nationals,NA,NA
Collard1936,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Collett1877,NAT,Nationalist Party,NA,1937-01-01,NA,Nationalist Party,1,NA
Collett1877,UAP,United Australia Party,1937-01-01,NA,NA,United Australia Party,1,NA
Collings1865,ALP,Australian Labor Party,1937-01-01,NA,NA,Australian Labor Party,1,NA
Collings1865,FLP,Federal Labor Party,NA,1937-01-01,NA,Federal Labor Party,1,NA
Collins1878,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Collins1886,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Collins1946,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Collins1962,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Collins1971,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Colston1938,ALP,Australian Labor Party,NA,1996-08-01,NA,Labor,1,NA
Colston1938,IND,Independent,1996-08-01,NA,NA,Independent,1,NA
Comber1919,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Combet1958,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Conaghan1971,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Conelan1895,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Connelly1978,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Connolly1939,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Connor1907,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Conquest1930,NPA,National Party of Australia,NA,NA,NA,Nationals,NA,NA
Conroy1864,FT,Free Trade,NA,1906-12-12,NA,Free Trade,NA,NA
Conroy1864,LIB,Liberal Party of Australia,1913-05-31,NA,NA,Liberal Party of Australia,NA,NA
Conroy1963,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Conroy1979,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Considine1885,ALP,Australian Labor Party,NA,1920-01-01,NA,Labor,NA,NA
Considine1885,IND LAB,Independent Labor,1920-01-01,NA,NA,Independent Labor,NA,NA
Cook1860,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
Cook1860,FT,Free Trade,NA,1906-01-01,NA,Free Trade,NA,NA
Cook1860,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Cook1860,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Cook1868,CP,Australian Country Party,1920-01-01,NA,NA,Nationals,NA,NA
Cook1868,VFU,Victorian Farmers Union,NA,1920-01-01,NA,Victorian Farmers Union,NA,NA
Cook1943,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cooke1847,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Cooke1904,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cooke1938,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Coon1869,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Coonan1947,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cooney1934,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cooper1888,CP,Australian Country Party,1935-07-01,NA,NA,Nationals,NA,NA
Cooper1888,NAT,Nationalist Party,NA,1932-06-30,NA,Nationalist Party,NA,NA
Cope1907,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Corbett1906,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Corbett1906,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Corboy1896,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Corcoran1951,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cormack1906,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cormann1970,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Corser1852,LIB,Liberal Party of Australia,NA,1917-02-17,NA,Liberals,NA,NA
Corser1852,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Corser1882,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Costa1900,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Costello1957,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cotter1935,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Cotton1915,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Coulter1930,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Coulton1958,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Courtenay1879,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Courtice1885,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Courtice1950,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Courtnay1903,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Coutts1908,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cowan1926,NCP,National Country Party,NA,1982-10-17,1,Nationals,NA,NA
Cowan1926,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Cox1863,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Cox1863,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,1,NA
Cox1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cox1977,GRN,Australian Greens,NA,NA,NA,Liberals,NA,NA
Cramer1897,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Crane1941,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Crawford1865,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Crawford1865,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,1,NA
Crawford1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Crean1916,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Crean1949,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cremean1907,ALP,Australian Labor Party,NA,1955-04-01,NA,Labor,NA,NA
Cremean1907,ALP (A-C),Australian Labor Party (Anti-Communist),1955-04-01,NA,NA,Australian Labor Party (Anti-Communist),NA,NA
Crewther1983,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
CrichtonBrowne1944,IND LIB,Independent Liberal,1995-09-01,NA,NA,Independent Liberal,1,NA
CrichtonBrowne1944,LIB,Liberal Party of Australia,NA,1995-09-01,NA,Liberals,1,NA
Critchley1892,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Croft1871,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Crook1959,NATS WA,National Party of Australia (WA),NA,NA,NA,Nationals,NA,NA
Crosio1939,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cross1929,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Crossin1956,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Crouch1868,ALP,Australian Labor Party,1929-10-12,NA,NA,Labor,NA,NA
Crouch1868,PROT,Protectionist Party,NA,1910-04-13,NA,Protectionist Party,NA,NA
Crowley1938,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cruickshank1853,PROT,Protectionist Party,1901-03-29,NA,NA,Protectionist Party,NA,NA
Culleton1964,IND,Independent,2016-12-01,NA,NA,Independent,1,NA
Culleton1964,PHON,Pauline Hansons One Nation,NA,2016-12-01,NA,Pauline Hansons One Nation,1,NA
Culley1877,ALP,Australian Labor Party,1928-11-17,NA,NA,Labor,NA,NA
Culpin1846,ALP,Australian Labor Party,1903-12-16,NA,NA,Labor,NA,NA
Cunningham1879,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Cunningham1889,ALP,Australian Labor Party,1919-12-13,NA,NA,Labor,NA,NA
Cunningham1939,ALP,Australian Labor Party,1980-10-18,NA,NA,Labor,NA,NA
Curtin1885,ALP,Australian Labor Party,NA,1931-12-19,NA,Labor,NA,NA
Curtin1885,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Curtin1885,FLP,Federal Labor Party,1934-09-15,1936-01-01,NA,Federal Labor Party,NA,NA
Curtin1898,ALP,Australian Labor Party,1949-12-10,NA,NA,Labor,NA,NA
Cusack1868,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Daly1891,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Daly1912,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Danby1955,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dankel1864,ALP,Australian Labor Party,NA,1917-02-17,NA,Labor,NA,NA
Dankel1864,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Darcey1870,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dargavel1966,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Darling1936,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dastyari1983,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
DAth1970,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Davey1972,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Davidson1897,CP,Australian Country Party,1949-12-10,NA,NA,Nationals,NA,NA
Davidson1897,LIB,Liberal Party of Australia,NA,1949-12-10,NA,Liberals,NA,NA
Davidson1915,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Davies1884,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Davies1919,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Davis1900,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Dawkins1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dawson1863,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Day1952,FFP,Family First Party,NA,NA,NA,Family First Party,NA,NA
Deahm1938,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Deakin1856,LIB,Liberal Party of Australia,1910-01-01,NA,NA,Liberal Party of Australia,NA,NA
Deakin1856,PROT,Protectionist Party,NA,1910-01-01,NA,Protectionist Party,NA,NA
Dean1913,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Dean1942,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Debus1943,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dedman1896,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dein1889,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Dein1889,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
deLargie1859,ALP,Australian Labor Party,NA,1917-01-01,NA,Labor,1,NA
deLargie1859,NAT,Nationalist Party,1917-01-01,NA,NA,Nationalist Party,1,NA
Denman1937,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dennis1870,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Devereux1946,ALP,Australian Labor Party,NA,1994-12-01,NA,Labor,1,NA
Devereux1946,IND,Independent,1994-12-01,NA,NA,Independent,1,NA
Devine1923,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Devitt1921,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Devlin1898,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Devlin1926,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dick1972,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
DiNatale1970,GRN,Australian Greens,NA,NA,NA,Australian Greens,NA,NA
Dittmer1904,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dobie1927,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Dobson1841,FT,Free Trade,NA,1903-01-01,NA,Free Trade,1,NA
Dobson1841,TRP,Tariff Reform Party,1903-01-01,NA,NA,Tariff Reform Party,1,NA
Dodd1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dodson1948,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dondas1939,CLP,Country Liberal Party (Northern Territory),NA,NA,NA,Country Liberal Party (Northern Territory),NA,NA
Dooley1884,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Downer1843,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Downer1910,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Downer1951,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Doyle1922,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Drake1850,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
DrakeBrockman1884,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
DrakeBrockman1919,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
DrakeBrockman1919,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Drakeford1878,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Drakeford1878,FLP,Federal Labor Party,NA,1936-01-01,NA,Federal Labor Party,NA,NA
Draper1959,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Dreyfus1956,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Drum1960,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Drummond1890,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Drummond1931,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Drury1911,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Drury1912,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dubois1940,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Duffy1938,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Duncan1883,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Duncan1945,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
DuncanHughes1882,LIB,Liberal Party of Australia,NA,1925-01-01,NA,Liberals,NA,NA
DuncanHughes1882,NAT,Nationalist Party,1925-01-01,1932-01-01,NA,Nationalist Party,1,NA
DuncanHughes1882,UAP,United Australia Party,1932-01-01,NA,NA,United Australia Party,1,NA
Duniam1982,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Dunn1887,ALP,Australian Labor Party,NA,1931-03-01,NA,Labor,NA,NA
Dunn1887,LANG LAB,Lang Labor Party,1931-03-01,NA,NA,Lang Labor Party,NA,NA
Dunn1948,IND,Independent,1988-08-01,NA,NA,Independent,1,NA
Dunn1948,NDP,Nuclear Disarmament Party,NA,1988-08-01,NA,Nuclear Disarmament Party,1,NA
Durack1926,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Duthie1912,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Dutton1970,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Earle1865,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Easson1955,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Edmonds1903,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Edwards1842,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
Edwards1842,FT,Free Trade,1903-01-01,1906-01-01,NA,Free Trade,NA,NA
Edwards1842,LIB,Liberal Party of Australia,1910-01-01,NA,NA,Liberal Party of Australia,NA,NA
Edwards1842,PROT,Protectionist Party,NA,1903-01-01,NA,Protectionist Party,NA,NA
Edwards1855,FT,Free Trade,NA,1906-11-09,NA,Free Trade,NA,NA
Edwards1855,LIB,Liberal Party of Australia,1910-04-13,NA,NA,Liberal Party of Australia,NA,NA
Edwards1927,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Edwards1945,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Edwards1946,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Edwards1962,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Eggins1898,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Eggleston1941,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Einfeld1909,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Eldridge1872,ALP,Australian Labor Party,NA,1931-03-01,NA,Labor,NA,NA
Eldridge1872,LANG LAB,Lang Labor Party,1931-03-01,NA,NA,Lang Labor Party,NA,NA
Ellicott1927,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Elliot1967,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Elliott1878,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Elliott1884,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Elliott1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ellis1946,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ellis1977,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ellison1954,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Elson1947,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Elstob1924,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Emerson1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Enderby1926,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
England1911,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
England1911,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Entsch1950,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Erwin1917,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Evans1928,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Evans1944,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Evans1958,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Evans1981,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
EvansMartyn1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
EvansRichard1953,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Evatt1894,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Everett1917,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Everingham1923,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Everingham1943,CLP,Country Liberal Party (Northern Territory),NA,NA,NA,Country Liberal Party (Northern Territory),NA,NA
Ewert1918,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ewing1856,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Ewing1870,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Fadden1894,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Fahey1945,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Failes1899,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Fairbairn1855,IND PROT,Independent Protectionist,NA,1910-01-01,NA,Independent Protectionist,NA,NA
Fairbairn1855,LIB,Liberal Party of Australia,1910-01-01,1917-07-01,NA,Liberal Party of Australia,NA,NA
